TaskID,Week,WeekLabel,Phase,Priority,Status,Category,Title,Description,Files,DependsOn,EstimatedHours,Notes
ADD-004,6,Broker Abstraction & REST API,P4,High,TODO,Watchlist,Implement POST /api/v1/watchlists/items,Add symbol.,internal/api/handlers/watchlist/watchlist.go,ADD-003,1,
ADD-005,6,Broker Abstraction & REST API,P4,High,TODO,Watchlist,Implement DELETE /api/v1/watchlists/items/id,Remove symbol.,internal/api/handlers/watchlist/watchlist.go,ADD-003,1,
ADD-006,6,Broker Abstraction & REST API,P4,High,TODO,Instruments,Implement GET /api/v1/instruments/search,Search by symbol.,internal/api/handlers/market/instruments.go,INF-003,2,
ADD-007,6,Broker Abstraction & REST API,P4,High,TODO,Instruments,Implement GET /api/v1/instruments/token,Get by token.,internal/api/handlers/market/instruments.go,ADD-006,1,
AUD-021,6,Broker Abstraction & REST API,P4,High,TODO,Broker,Create broker adapter interface,Define broker-agnostic interface. Isolate Zerodha-specific session logic behind it.,internal/broker/interface.go | internal/broker/zerodha_adapter.go,AUD-007,16,Source: TradingBot_Base_Build_Tickets.docx
EX-024,6,Broker Abstraction & REST API,P4,High,TODO,Positions API,Implement GET /api/v1/positions,Current open positions.,internal/api/handlers/positions/positions.go,EX-009,2,GET /api/v1/positions endpoint not implemented
EX-025,6,Broker Abstraction & REST API,P4,High,TODO,Orders API,Implement GET /api/v1/orders,Order history.,internal/api/handlers/orders/orders.go,EX-009,2,GET /api/v1/orders endpoint not implemented
EX-027,6,Broker Abstraction & REST API,P4,High,TODO,Orders API,Implement DELETE /api/v1/orders/id,Cancel order.,internal/api/handlers/orders/orders.go,EX-009,1,DELETE /api/v1/orders/id not implemented
EX-028,6,Broker Abstraction & REST API,P4,High,TODO,Orders API,Implement PUT /api/v1/orders/id,Modify order.,internal/api/handlers/orders/orders.go,EX-009,1,PUT /api/v1/orders/id not implemented
FE-007,6,Broker Abstraction & REST API,P4,High,TODO,Dashboard Header,Connect to WS hub,Real-time ticker.,signal-execution-desk/src/components/DashboardHeader.tsx,FE-005,3,DashboardHeader WS connection incomplete
FE-008,6,Broker Abstraction & REST API,P4,High,TODO,Settings,Wire to GET/PUT /api/v1/settings,Load and save.,signal-execution-desk/src/components/Settings.tsx,FE-004,3,Settings wiring incomplete
FE-009,6,Broker Abstraction & REST API,P4,High,TODO,Broker Integration,Wire to broker APIs,Status connect.,signal-execution-desk/src/components/BrokerIntegration.tsx,FE-004,3,Broker integration incomplete
FE-010,6,Broker Abstraction & REST API,P4,High,TODO,Market Data,Wire to quotes and watchlist,Real-time prices.,signal-execution-desk/src/components/MarketData.tsx,FE-004,4,Market data wiring incomplete
FE-011,6,Broker Abstraction & REST API,P4,High,TODO,Positions Panel,Wire to positions and orders API,Show open positions.,signal-execution-desk/src/components/PositionsPanel.tsx,FE-004,4,Positions panel wiring incomplete
FE-012,6,Broker Abstraction & REST API,P4,High,TODO,Positions Panel,Add WS order updates,Real-time status.,signal-execution-desk/src/components/PositionsPanel.tsx,FE-005,2,
INF-079,6,Broker Abstraction & REST API,P4,High,TODO,Broker,Create BrokerSessionManager,Per-user broker sessions.,internal/broker/session_manager.go,INF-077,3,BrokerSessionManager not created
UNI-502,6,Broker Abstraction & REST API,P4,High,TODO,Broker,GET /api/v1/brokers/zerodha/callback,Exchange request_token for access_token. Encrypt and store in UserBrokerAccount.,internal/api/handlers/broker/broker.go,,4,Source: unified_master_tracker
UNI-503,6,Broker Abstraction & REST API,P4,High,TODO,Broker,POST /api/v1/brokers/zerodha/disconnect,Set IsActive=false on UserBrokerAccount. Stop ticker operations.,internal/api/handlers/broker/broker.go,,4,Source: unified_master_tracker
UNI-507,6,Broker Abstraction & REST API,P4,High,TODO,Watchlist,POST /api/v1/watchlists/default/items,Validate instrument token exists. Insert into watchlist_items.,internal/api/handlers/watchlist/watchlist.go,,4,Source: unified_master_tracker
UNI-511,6,Broker Abstraction & REST API,P4,High,TODO,Strategies,PUT /api/v1/user/strategies/{name},Upsert into user_strategies with IsEnabled and Parameters JSON.,internal/api/handlers/strategies/strategies.go,,4,Source: unified_master_tracker
UNI-512,6,Broker Abstraction & REST API,P4,High,TODO,Strategies,POST /api/v1/strategies/{name}/start and /stop,start: set IsEnabled=true. stop: set IsEnabled=false and signal goroutine.,internal/api/handlers/strategies/strategies.go,,4,Source: unified_master_tracker
UNI-514,6,Broker Abstraction & REST API,P4,High,TODO,Backtest,GET /api/v1/backtests/{id},Query backtest_jobs by id and user_id. Return status + result JSON.,internal/api/handlers/backtest/backtest.go,,4,Source: unified_master_tracker
UNI-544,6,Broker Abstraction & REST API,P4,High,TODO,Notifications,Notification delivery system,Send Telegram/WhatsApp alerts for trade execution + PnL threshold + error events,internal/notifications/,,4,Source: unified_master_tracker
ADD-008,6,Broker Abstraction & REST API,P4,Medium,TODO,Notifications,Implement POST /api/v1/notifications/test,Test channel.,internal/api/handlers/notifications/notifications.go,INF-015,2,
ADD-009,6,Broker Abstraction & REST API,P4,Medium,TODO,Notifications,Implement GET /api/v1/notifications/history,Delivery log.,internal/api/handlers/notifications/notifications.go,INF-015,2,
EX-018,6,Broker Abstraction & REST API,P4,Medium,TODO,Broker Reconciliation,Implement sync worker,Poll broker for positions.,internal/broker/reconciliation.go,INF-079,3,
EX-019,6,Broker Abstraction & REST API,P4,Medium,TODO,Broker Reconciliation,Add drift detection,Alert on mismatches.,internal/broker/reconciliation.go,EX-018,2,
EX-029,6,Broker Abstraction & REST API,P4,Medium,TODO,Orders API,Implement GET /api/v1/trades,Trade history.,internal/api/handlers/orders/trades.go,EX-009,2,
EX-030,6,Broker Abstraction & REST API,P4,Medium,TODO,Orders API,Implement POST /api/v1/gtt,Good till triggered.,internal/api/handlers/orders/gtt.go,EX-009,2,
UNI-504,6,Broker Abstraction & REST API,P4,Medium,TODO,Market,GET /api/v1/indicators (REST),Query indicator tables. Accept token + interval + indicator + period params.,internal/api/handlers/market/indicators.go,,4,Source: unified_master_tracker
UNI-508,6,Broker Abstraction & REST API,P4,Medium,TODO,Orders,DELETE /api/v1/orders/{id},Set status CANCELLED. If live call Zerodha CancelOrder.,internal/api/handlers/orders/orders.go,,4,Source: unified_master_tracker
UNI-509,6,Broker Abstraction & REST API,P4,Medium,TODO,Orders,PUT /api/v1/orders/{id},Modify price/qty for OPEN orders.,internal/api/handlers/orders/orders.go,,4,Source: unified_master_tracker
UNI-510,6,Broker Abstraction & REST API,P4,Medium,TODO,Orders,POST /api/v1/gtt and GET /api/v1/gtt,GTT order creation and listing,internal/api/handlers/orders/gtt.go,,4,Source: unified_master_tracker
UNI-540,6,Broker Abstraction & REST API,P4,Medium,DONE,Audit,Audit event logging in handlers,Write to audit_events table from login + logout + broker-connect + order-place handlers,internal/db/ + handlers,,4,Source: unified_master_tracker
UNI-500,6,Broker Abstraction & REST API,P4,Low,TODO,Settings,PATCH /api/v1/settings/{section},Save a single settings section only,internal/api/handlers/settings/settings.go,,4,Source: unified_master_tracker
UNI-501,6,Broker Abstraction & REST API,P4,Low,TODO,Settings,POST /api/v1/settings/test,Send test notification or validate config section,internal/api/handlers/settings/settings.go,,4,Source: unified_master_tracker
UNI-506,6,Broker Abstraction & REST API,P4,Low,TODO,Market,GET /api/v1/instruments/{token},Query instruments WHERE instrument_token = token,internal/api/handlers/market/instruments.go,,4,Source: unified_master_tracker
AUD-024,7,"Strategy Runtime, Risk & Execution",P5,Critical,TODO,Strategy,Create strategy runtime core — registry + runner + types,Define Strategy interface. Registry loads user config. Runner binds strategies to finalized candle events.,internal/strategy/registry.go | internal/strategy/runner.go | internal/strategy/types.go,AUD-013 | AUD-015 | AUD-021,40,Source: TradingBot_Base_Build_Tickets.docx | Strategy runtime core not created
AUD-025,7,"Strategy Runtime, Risk & Execution",P5,Critical,TODO,Risk,Create risk service and kill switch,2% daily loss limit. Portfolio heat 15%. Drawdown circuit breaker >5%. Kill switch. Live trade acknowledgement guard.,internal/risk/service.go | internal/risk/limits.go | internal/risk/circuit_breaker.go | internal/risk/kill_switch.go,AUD-024,32,Source: TradingBot_Base_Build_Tickets.docx | Risk service not created
AUD-026,7,"Strategy Runtime, Risk & Execution",P5,Critical,TODO,Execution,Create execution service with idempotency,Accept TradeIntent. Require risk approval. Enforce Idempotency-Key. Persist full order lifecycle.,internal/execution/service.go | internal/execution/intent.go | internal/execution/order.go,AUD-021 | AUD-025,40,Source: TradingBot_Base_Build_Tickets.docx | Execution service not created
EX-001,7,"Strategy Runtime, Risk & Execution",P5,Critical,TODO,Risk Service,Create risk validation gate,Max loss quantity market-open.,internal/risk/service.go,None,4,Risk validation gate not created
EX-002,7,"Strategy Runtime, Risk & Execution",P5,Critical,TODO,Risk Service,Implement daily loss limit,2% max daily loss.,internal/risk/limits.go,EX-001,2,Daily loss limit not implemented
EX-003,7,"Strategy Runtime, Risk & Execution",P5,Critical,TODO,Risk Service,Implement position size limit,5% max per trade.,internal/risk/limits.go,EX-001,2,
EX-004,7,"Strategy Runtime, Risk & Execution",P5,Critical,TODO,Risk Service,Implement circuit breaker,>5% drawdown halts.,internal/risk/circuit_breaker.go,EX-001,2,
EX-005,7,"Strategy Runtime, Risk & Execution",P5,Critical,TODO,Risk Service,Implement kill switch,Manual emergency stop.,internal/risk/kill_switch.go,EX-001,2,
EX-008,7,"Strategy Runtime, Risk & Execution",P5,Critical,TODO,Execution Service,Create TradeIntent struct,Standard trade request.,internal/execution/intent.go,None,1,
EX-009,7,"Strategy Runtime, Risk & Execution",P5,Critical,TODO,Execution Service,Implement order placement,Require risk approval.,internal/execution/service.go,EX-008 | EX-001,5,Order placement with risk approval not ready
EX-010,7,"Strategy Runtime, Risk & Execution",P5,Critical,TODO,Execution Service,Add idempotency key,Prevent duplicates.,internal/execution/idempotency.go,EX-009,2,
SB-001,7,"Strategy Runtime, Risk & Execution",P5,Critical,TODO,Strategy Schema,Define JSON schema for strategy,Complete with conditions groups risk.,internal/strategy/schema.go,None,3,JSON schema for strategy not defined
SB-002,7,"Strategy Runtime, Risk & Execution",P5,Critical,TODO,Strategy Schema,Implement JSON validation,Validate against schema.,internal/strategy/validator.go,SB-001,2,
SB-003,7,"Strategy Runtime, Risk & Execution",P5,Critical,TODO,Strategy Evaluator,Parse and evaluate JSON conditions,Convert JSON to evaluatable conditions.,internal/strategy/evaluator.go,SB-001,4,Strategy evaluator not created
SB-004,7,"Strategy Runtime, Risk & Execution",P5,Critical,TODO,Strategy Evaluator,Support ALL and ANY condition groups,AND/OR logic.,internal/strategy/group_evaluator.go,SB-003,2,
SB-017,7,"Strategy Runtime, Risk & Execution",P5,Critical,TODO,Strategy UI,Create strategy builder component,Drag-drop condition builder.,signal-execution-desk/src/components/StrategyBuilder/index.tsx,None,6,
SB-018,7,"Strategy Runtime, Risk & Execution",P5,Critical,TODO,Strategy UI,Implement condition type selector,RSI MACD Price dropdown.,signal-execution-desk/src/components/StrategyBuilder/ConditionRow.tsx,SB-017,3,
SB-019,7,"Strategy Runtime, Risk & Execution",P5,Critical,TODO,Strategy UI,Implement operator selector,< > = cross_above.,signal-execution-desk/src/components/StrategyBuilder/OperatorSelect.tsx,SB-017,2,
SB-020,7,"Strategy Runtime, Risk & Execution",P5,Critical,TODO,Strategy UI,Implement parameter inputs,Period threshold multiplier.,signal-execution-desk/src/components/StrategyBuilder/ParameterInput.tsx,SB-017,2,
UNI-531,7,"Strategy Runtime, Risk & Execution",P5,Critical,TODO,Trading,Trading safety kill switch,Kill switch to halt all trading immediately,internal/execution/,,4,Source: unified_master_tracker
UNI-532,7,"Strategy Runtime, Risk & Execution",P5,Critical,TODO,Trading,Daily loss circuit breaker,Enforce daily loss limit before order placement,internal/execution/,,4,Source: unified_master_tracker
UNI-533,7,"Strategy Runtime, Risk & Execution",P5,Critical,TODO,Trading,Order idempotency key enforcement,Reject duplicate orders using Idempotency-Key header + Redis/DB dedup,internal/execution/order.go,,4,Source: unified_master_tracker
EX-006,7,"Strategy Runtime, Risk & Execution",P5,High,TODO,Risk Service,Add AI confidence sizing,Reduce size on low confidence.,internal/risk/confidence_sizing.go,EX-001 | AI-018,2,
EX-007,7,"Strategy Runtime, Risk & Execution",P5,High,TODO,Risk Service,Add volatility stop loss,ATR-based dynamic SL.,internal/risk/volatility_stop.go,EX-001 | INF-055,2,
EX-011,7,"Strategy Runtime, Risk & Execution",P5,High,TODO,Execution Service,Add AI signal routing,Pass through to order.,internal/execution/ai_signal_handler.go,EX-009 | AI-018,2,
EX-012,7,"Strategy Runtime, Risk & Execution",P5,High,TODO,Execution Service,Implement order persistence,Save to orders table.,internal/execution/repository.go,EX-009,2,
EX-013,7,"Strategy Runtime, Risk & Execution",P5,High,TODO,Execution Service,Implement order status webhook,Notify on change.,internal/execution/webhook.go,EX-009,2,
FE-013,7,"Strategy Runtime, Risk & Execution",P5,High,TODO,Strategy Panel,Wire to strategies API,List activate.,signal-execution-desk/src/components/StrategyPanel.tsx,FE-004 | SB-008,3,
FE-014,7,"Strategy Runtime, Risk & Execution",P5,High,TODO,Strategy Panel,Add WS signal updates,Real-time signals.,signal-execution-desk/src/components/StrategyPanel.tsx,FE-005 | SB-015,2,
FE-015,7,"Strategy Runtime, Risk & Execution",P5,High,TODO,Strategy Builder,Integrate with API,Save load strategies.,signal-execution-desk/src/components/StrategyBuilder/index.tsx,FE-004 | SB-008,3,
SB-005,7,"Strategy Runtime, Risk & Execution",P5,High,TODO,Strategy Evaluator,Support technical indicators,RSI MACD SMA EMA.,internal/strategy/indicator_conditions.go,SB-003,3,
SB-006,7,"Strategy Runtime, Risk & Execution",P5,High,TODO,Strategy Evaluator,Support price/volume conditions,Price > SMA Volume > avg.,internal/strategy/market_conditions.go,SB-003,2,
SB-007,7,"Strategy Runtime, Risk & Execution",P5,High,TODO,Strategy Storage,Store strategy JSON in DB,user_strategies table.,internal/db/strategy_repository.go,SB-001,2,
SB-008,7,"Strategy Runtime, Risk & Execution",P5,High,TODO,Strategy API,Implement POST /api/v1/strategies,Save user strategy.,internal/api/handlers/strategies/strategies.go,SB-007,2,
SB-009,7,"Strategy Runtime, Risk & Execution",P5,High,TODO,Strategy API,Implement GET /api/v1/strategies,List user strategies.,internal/api/handlers/strategies/strategies.go,SB-008,1,
SB-010,7,"Strategy Runtime, Risk & Execution",P5,High,TODO,Strategy API,Implement GET /api/v1/strategies/id,Get specific strategy.,internal/api/handlers/strategies/strategies.go,SB-008,1,
SB-011,7,"Strategy Runtime, Risk & Execution",P5,High,TODO,Strategy API,Implement PUT /api/v1/strategies/id,Update strategy.,internal/api/handlers/strategies/strategies.go,SB-008,1,
SB-012,7,"Strategy Runtime, Risk & Execution",P5,High,TODO,Strategy API,Implement DELETE /api/v1/strategies/id,Delete strategy.,internal/api/handlers/strategies/strategies.go,SB-008,1,
SB-013,7,"Strategy Runtime, Risk & Execution",P5,High,TODO,Strategy API,Implement GET /api/v1/strategies/schema,Return JSON schema for UI.,internal/api/handlers/strategies/schema.go,SB-001,1,
SB-014,7,"Strategy Runtime, Risk & Execution",P5,High,TODO,Strategy API,Implement POST /api/v1/strategies/id/activate,Activate for live trading.,internal/api/handlers/strategies/activate.go,SB-008,1,
SB-015,7,"Strategy Runtime, Risk & Execution",P5,High,TODO,Strategy Runner,Create dynamic strategy runner,Load from DB evaluate on candles.,internal/strategy/dynamic_runner.go,SB-003,5,Dynamic strategy runner not implemented
SB-016,7,"Strategy Runtime, Risk & Execution",P5,High,TODO,Strategy Runner,Integrate with indicator cache,Get current values from Redis.,internal/strategy/runner_cache.go,SB-015,2,
SB-021,7,"Strategy Runtime, Risk & Execution",P5,High,TODO,Strategy UI,Implement AND/OR group nesting,Nested conditions.,signal-execution-desk/src/components/StrategyBuilder/ConditionGroup.tsx,SB-017,4,
SB-022,7,"Strategy Runtime, Risk & Execution",P5,High,TODO,Strategy UI,Add strategy preview,Test on recent data.,signal-execution-desk/src/components/StrategyBuilder/StrategyPreview.tsx,SB-017,3,
SB-023,7,"Strategy Runtime, Risk & Execution",P5,High,TODO,Strategy UI,Add template library,Pre-built strategies.,signal-execution-desk/src/components/StrategyBuilder/TemplateLibrary.tsx,SB-017,2,
UNI-541,7,"Strategy Runtime, Risk & Execution",P5,High,TODO,Strategy,Strategy runner engine,Execute enabled strategies against live tick/candle data and emit signals,internal/strategy/,,4,Source: unified_master_tracker
UNI-543,7,"Strategy Runtime, Risk & Execution",P5,High,TODO,News,News pipeline activation,Uncomment news_pipeline.go + wire to ONNX sentiment model + persist to NewsArticle table,internal/data/news_pipeline.go,,4,Source: unified_master_tracker
UNI-545,7,"Strategy Runtime, Risk & Execution",P5,High,TODO,Broker,Broker reconciliation worker,Background worker to sync positions/orders/trades from broker to DB,internal/broker/,,4,Source: unified_master_tracker
SB-024,7,"Strategy Runtime, Risk & Execution",P5,Medium,TODO,Strategy UI,Add version history,Save and rollback.,signal-execution-desk/src/components/StrategyBuilder/VersionHistory.tsx,SB-017,2,
SB-025,7,"Strategy Runtime, Risk & Execution",P5,Medium,TODO,Strategy UI,Add backtest button,Quick backtest from builder.,signal-execution-desk/src/components/StrategyBuilder/BacktestButton.tsx,SB-017,2,
UNI-513,7,"Strategy Runtime, Risk & Execution",P5,Medium,TODO,Strategies,GET /api/v1/signals,Query signals table or Redis cache. Return latest N signals per strategy.,internal/api/handlers/strategies/signals.go,,4,Source: unified_master_tracker
SB-026,7,"Strategy Runtime, Risk & Execution",P5,Low,TODO,Strategy UI,Add export/import,Share as JSON.,signal-execution-desk/src/components/StrategyBuilder/ExportImport.tsx,SB-017,2,
UNI-547,7,"Strategy Runtime, Risk & Execution",P5,Low,TODO,Auth,Device/session list endpoint,Allow users to view and revoke active sessions,internal/auth/,,4,Source: unified_master_tracker
UNI-548,7,"Strategy Runtime, Risk & Execution",P5,Low,TODO,Auth,MFA support,Add TOTP-based MFA before public launch,internal/auth/,,4,Source: unified_master_tracker
UNI-549,7,"Strategy Runtime, Risk & Execution",P5,Low,TODO,Billing,Subscription/billing module design,Design usage limits by plan for future paid multi-user launch,internal/,,4,Source: unified_master_tracker
AI-001,8,"PnL, Paper Broker & AI Sentiment",P5,Critical,TODO,Direction Model,Load ONNX model for direction prediction,Predict BUY/SELL with confidence.,internal/ai/direction/model.go,None,4,Direction prediction model not loaded
AI-002,8,"PnL, Paper Broker & AI Sentiment",P5,Critical,TODO,Direction Model,Implement feature extraction,Extract from candles + indicators.,internal/ai/direction/features.go,INF-043 | INF-061,4,
AI-003,8,"PnL, Paper Broker & AI Sentiment",P5,Critical,TODO,Direction Model,Implement inference service,ONNX runtime prediction.,internal/ai/direction/inference.go,AI-001,3,
AI-018,8,"PnL, Paper Broker & AI Sentiment",P5,Critical,TODO,Signal Aggregator,Create AISignalAggregator,Combine direction/sentiment/regime.,internal/ai/aggregator.go,"AI-001,AI-010,AI-014",4,
AI-029,8,"PnL, Paper Broker & AI Sentiment",P5,Critical,TODO,AI Testing,Write unit tests for direction model,Accuracy and latency.,internal/ai/direction/*_test.go,AI-003,3,
AI-030,8,"PnL, Paper Broker & AI Sentiment",P5,Critical,TODO,AI Testing,Write unit tests for sentiment model,Sentiment scoring.,internal/sentiment/*_test.go,AI-010,2,
SB-029,8,"PnL, Paper Broker & AI Sentiment",P5,Critical,TODO,Strategy Testing,Write unit tests for evaluator,Test all condition types.,internal/strategy/*_test.go,SB-003,3,
SB-030,8,"PnL, Paper Broker & AI Sentiment",P5,Critical,TODO,Strategy Testing,Write integration tests for API,CRUD activate deactivate.,tests/integration/strategy_test.go,SB-008,3,
AI-004,8,"PnL, Paper Broker & AI Sentiment",P5,High,TODO,Direction Model,Add model versioning,Hot-swap without restart.,internal/ai/registry.go,AI-001,2,
AI-005,8,"PnL, Paper Broker & AI Sentiment",P5,High,TODO,Direction Model,Implement batch prediction,Multiple instruments at once.,internal/ai/direction/batch_predict.go,AI-003,2,
AI-006,8,"PnL, Paper Broker & AI Sentiment",P5,High,TODO,Direction Model,Add confidence calibration,Platt scaling.,internal/ai/direction/calibration.go,AI-001,3,
AI-009,8,"PnL, Paper Broker & AI Sentiment",P5,High,TODO,Sentiment Model,Implement news fetching pipeline,NewsAPI integration.,internal/sentiment/news_fetcher.go,None,3,
AI-010,8,"PnL, Paper Broker & AI Sentiment",P5,High,TODO,Sentiment Model,Load FinBERT ONNX model,Sentiment scoring.,internal/sentiment/model.go,AI-009,4,FinBERT sentiment model not loaded
AI-011,8,"PnL, Paper Broker & AI Sentiment",P5,High,TODO,Sentiment Model,Implement symbol mapping,Map news to instruments.,internal/sentiment/entity_mapper.go,AI-010,3,
AI-014,8,"PnL, Paper Broker & AI Sentiment",P5,High,TODO,Regime Model,Implement regime classifier,Trending/ranging/volatile.,internal/regime/detector.go,INF-061,3,
AI-015,8,"PnL, Paper Broker & AI Sentiment",P5,High,TODO,Regime Model,Add regime persistence,Prevent flipping.,internal/regime/smoother.go,AI-014,2,
AI-019,8,"PnL, Paper Broker & AI Sentiment",P5,High,TODO,Signal Aggregator,Implement weighted voting,Weight by recent performance.,internal/ai/weighted_voter.go,AI-018,2,
AI-020,8,"PnL, Paper Broker & AI Sentiment",P5,High,TODO,Signal Aggregator,Add confidence threshold,Minimum confidence to emit.,internal/ai/threshold_filter.go,AI-018,1,
AI-022,8,"PnL, Paper Broker & AI Sentiment",P5,High,TODO,AI API,Implement GET /api/v1/ai/signals/live,Current AI signals.,internal/api/handlers/ai/signals.go,AI-018,2,
AI-026,8,"PnL, Paper Broker & AI Sentiment",P5,High,TODO,AI Integration,Add AI conditions to strategy runner,use_ai_direction condition.,internal/strategy/ai_conditions.go,SB-003 | AI-018,2,
AI-027,8,"PnL, Paper Broker & AI Sentiment",P5,High,TODO,AI Integration,Add sentiment condition to runner,require_sentiment_align.,internal/strategy/sentiment_condition.go,SB-003 | AI-012,2,
AI-028,8,"PnL, Paper Broker & AI Sentiment",P5,High,TODO,AI Integration,Add regime filter to runner,regime trending reject_range.,internal/strategy/regime_condition.go,SB-003 | AI-014,2,
AI-031,8,"PnL, Paper Broker & AI Sentiment",P5,High,TODO,AI Testing,Write integration tests for signal aggregator,End-to-end signal flow.,tests/integration/ai_flow_test.go,AI-018,3,
AUD-027,8,"PnL, Paper Broker & AI Sentiment",P5,High,TODO,PnL,Create PnL service — realized + unrealized per user/strategy,Realized/unrealized PnL. Per-user and per-strategy attribution. Paper and live parity.,internal/pnl/service.go | internal/pnl/calculator.go,AUD-026,32,Source: TradingBot_Base_Build_Tickets.docx
AUD-028,8,"PnL, Paper Broker & AI Sentiment",P5,High,TODO,Execution,Implement paper broker with simulated fills and slippage,Simulate fills using live prices. Configurable fees and slippage. Orders/positions flow through WS hub.,internal/broker/paper_broker.go | internal/broker/interface.go,AUD-026 | AUD-027,32,Source: TradingBot_Base_Build_Tickets.docx
EX-014,8,"PnL, Paper Broker & AI Sentiment",P5,High,TODO,Paper Trading,Complete PaperBroker fills,Simulate with real prices.,internal/broker/paper/fills.go,INF-078,3,
EX-015,8,"PnL, Paper Broker & AI Sentiment",P5,High,TODO,Paper Trading,Add configurable fees,Flat or percentage.,internal/broker/paper/fees.go,INF-078,2,
EX-016,8,"PnL, Paper Broker & AI Sentiment",P5,High,TODO,Paper Trading,Add slippage simulation,0.1% default.,internal/broker/paper/slippage.go,INF-078,2,
EX-017,8,"PnL, Paper Broker & AI Sentiment",P5,High,TODO,Paper Trading,Add state persistence,Restart recovery.,internal/broker/paper/state.go,INF-078,2,
EX-020,8,"PnL, Paper Broker & AI Sentiment",P5,High,TODO,PnL Service,Create PnL calculator,Realized/unrealized.,internal/pnl/service.go,EX-009,3,
EX-021,8,"PnL, Paper Broker & AI Sentiment",P5,High,TODO,PnL Service,Add per-strategy attribution,Track strategy performance.,internal/pnl/attribution.go,EX-020,2,
EX-022,8,"PnL, Paper Broker & AI Sentiment",P5,High,TODO,PnL Service,Add per-AI-model attribution,Track AI performance.,internal/pnl/ai_performance.go,EX-020 | AI-018,2,
EX-023,8,"PnL, Paper Broker & AI Sentiment",P5,High,TODO,PnL Service,Implement daily snapshots,Historical PnL.,internal/pnl/snapshot.go,EX-020,2,
SB-027,8,"PnL, Paper Broker & AI Sentiment",P5,High,TODO,Strategy Integration,Wire StrategyPanel to API,List activate deactivate.,signal-execution-desk/src/components/StrategyPanel.tsx,SB-008,3,
SB-028,8,"PnL, Paper Broker & AI Sentiment",P5,High,TODO,Strategy Integration,Add WS signal updates,Real-time signals to UI.,signal-execution-desk/src/components/StrategyPanel.tsx,SB-015,2,
UNI-515,8,"PnL, Paper Broker & AI Sentiment",P5,High,TODO,Models,GET /api/v1/models,Scan models/ directory for .onnx files. Return list with version + active status.,internal/api/handlers/models/models.go,,4,Source: unified_master_tracker
UNI-518,8,"PnL, Paper Broker & AI Sentiment",P5,High,TODO,Sentiment,GET /api/v1/news,Query news_articles ordered by published_at DESC. Support limit and page.,internal/api/handlers/sentiment/sentiment.go,,4,Source: unified_master_tracker
AI-007,8,"PnL, Paper Broker & AI Sentiment",P5,Medium,TODO,Direction Model,Create training pipeline,Retrain on historical data.,scripts/train_direction.py,AI-002,5,
AI-008,8,"PnL, Paper Broker & AI Sentiment",P5,Medium,TODO,Direction Model,Add backtest validation,Test on out-of-sample.,internal/ai/direction/validator.go,AI-007,2,
AI-012,8,"PnL, Paper Broker & AI Sentiment",P5,Medium,TODO,Sentiment Model,Add aggregate sentiment,1h 4h 1d scores.,internal/sentiment/aggregator.go,AI-011,2,
AI-013,8,"PnL, Paper Broker & AI Sentiment",P5,Medium,TODO,Sentiment Model,Add sentiment change detection,Signal on rapid shifts.,internal/sentiment/signal_detector.go,AI-012,2,
AI-016,8,"PnL, Paper Broker & AI Sentiment",P5,Medium,TODO,Regime Model,Add volatility regime,High/low volatility.,internal/regime/volatility.go,INF-055,2,
AI-021,8,"PnL, Paper Broker & AI Sentiment",P5,Medium,TODO,Signal Aggregator,Implement signal decay,Expire after N minutes.,internal/ai/signal_expiry.go,AI-018,2,
AI-023,8,"PnL, Paper Broker & AI Sentiment",P5,Medium,TODO,AI API,Implement GET /api/v1/ai/models,List all models.,internal/api/handlers/ai/models.go,"AI-001,AI-010,AI-014",2,
AI-024,8,"PnL, Paper Broker & AI Sentiment",P5,Medium,TODO,AI API,Implement POST /api/v1/ai/models/id/activate,Switch active model.,internal/api/handlers/ai/activate.go,AI-023,1,
AI-025,8,"PnL, Paper Broker & AI Sentiment",P5,Medium,TODO,AI API,Implement POST /api/v1/ai/models/id/retrain,Trigger retraining.,internal/api/handlers/ai/retrain.go,AI-007,2,
UNI-516,8,"PnL, Paper Broker & AI Sentiment",P5,Medium,TODO,Models,POST /api/v1/models/{id}/activate,Validate model file exists. Store active model name in Redis.,internal/api/handlers/models/models.go,,4,Source: unified_master_tracker
UNI-517,8,"PnL, Paper Broker & AI Sentiment",P5,Medium,TODO,Models,GET /api/v1/models/jobs,Query model_jobs table or Redis. Return list of job status.,internal/api/handlers/models/jobs.go,,4,Source: unified_master_tracker
UNI-519,8,"PnL, Paper Broker & AI Sentiment",P5,Medium,TODO,Sentiment,GET /api/v1/sentiment/summary,Aggregate avg sentiment_score from news_articles in last 24h grouped by label.,internal/api/handlers/sentiment/sentiment.go,,4,Source: unified_master_tracker
UNI-520,8,"PnL, Paper Broker & AI Sentiment",P5,Medium,TODO,Sentiment,POST /api/v1/sentiment/analyze,On-demand sentiment analysis for text/article,internal/api/handlers/sentiment/sentiment.go,,4,Source: unified_master_tracker
AI-017,8,"PnL, Paper Broker & AI Sentiment",P5,Low,TODO,Regime Model,Add session-based regime,Time-of-day patterns.,internal/regime/session.go,AI-014,2,
BT-001,9,Backtest Engine,P6,Critical,TODO,Backtest Service,Create BacktestService,Async job execution.,internal/backtest/service.go,None,4,BacktestService not created
