"TaskID","Week","WeekLabel","Phase","Priority","Status","Category","Title","Description","Files","DependsOn","EstimatedHours","Notes"
"FO-004","6","F&O Analytics","P2","High","TODO","F&O","Implement Open Interest tracking, OI change, and PCR analytics","Open Interest is the primary market-sentiment metric in Indian F&O markets.\n\nIMPLEMENTATION (internal/fo/analytics/oi.go):\n\n  type OISnapshot struct {\n      InstrumentToken uint32\n      Timestamp       time.Time\n      OI              uint32\n      OIChange        int32   // vs previous snapshot\n      OIChangePct     float64\n  }\n\n  type PCRData struct {\n      Strike    float64\n      Expiry    time.Time\n      CallOI    uint32\n      PutOI     uint32\n      PCR       float64   // PutOI / CallOI\n  }\n\n  func ComputePCR(chain *OptionChain) []PCRData\n  func MaxPainStrike(chain *OptionChain) float64\n  // Max Pain: strike where total option buyer loss is maximum\n\nPERSISTENCE:\n  - Extend option_chain_snapshots to store OI history\n  - Create oi_analytics TimescaleDB table for PCR time series\n\nTRIGGERS:\n  - Update OI on every tick where OpenInterest field changes\n  - Compute PCR every 60 seconds and store to DB\n  - Broadcast PCR update via WebSocket topic `fo/chain/{underlying}`\n\nNOTE: NormalizedTick already has OpenInterest uint32 field — use it.","internal/fo/analytics/oi.go | internal/fo/analytics/oi_test.go | internal/fo/chain/store.go","FO-003","8","PCR and Max Pain are used by most Indian options traders. Include in paper trade signals."
"FO-005","6","F&O Analytics","P2","High","TODO","F&O","Implement option chain REST and WebSocket endpoints","REST ENDPOINTS:\n\n  GET /api/v1/fo/chain/{underlying}?expiry=2025-06-26\n  Response: full option chain with strikes, CE/PE LTP, IV, Greeks, OI\n\n  GET /api/v1/fo/chain/{underlying}/expiries\n  Response: list of available expiry dates\n\n  GET /api/v1/fo/analytics/pcr/{underlying}?expiry=2025-06-26\n  Response: PCR per strike, overall PCR, Max Pain strike\n\n  GET /api/v1/fo/greeks/{token}\n  Response: real-time Greeks for a specific option instrument\n\nWEBSOCKET TOPIC:\n  ws/v1/fo/chain/{underlying}  — push option chain updates every 1s\n  ws/v1/fo/oi/{underlying}     — push OI changes on every tick\n\nIMPLEMENTATION:\n  - Create internal/api/handlers/fo/ directory\n  - Add handler file: chain_handler.go, greeks_handler.go, pcr_handler.go\n  - Register routes in internal/httpapi/routes.go\n  - Add auth middleware (JWT required)\n  - Rate limit: 10 req/s per user on option chain endpoint (expensive)","internal/api/handlers/fo/chain_handler.go | internal/api/handlers/fo/greeks_handler.go | internal/api/handlers/fo/pcr_handler.go | internal/httpapi/routes.go","FO-004","8","Frontend uses these for the option chain table visualization."
"FO-006","6","F&O Analytics","P2","Medium","TODO","F&O","Implement futures basis, calendar spread, and roll yield tracking","For NIFTY/BANKNIFTY futures, basis = Futures LTP - Spot LTP. Tracking basis reveals market premium/discount and roll costs.\n\nIMPLEMENTATION (internal/fo/analytics/futures.go):\n\n  type FuturesBasis struct {\n      Underlying   uint32\n      NearFuture   uint32  // nearest expiry token\n      FarFuture    uint32  // next expiry token\n      Spot         float64\n      NearPrice    float64\n      FarPrice     float64\n      Basis        float64  // NearFuture - Spot\n      CalendarSpread float64 // FarFuture - NearFuture\n      AnnualizedBasis float64 // basis / spot / T * 365\n      Timestamp    time.Time\n  }\n\n  func ComputeBasis(spot, future float64, daysToExpiry int) FuturesBasis\n\nPERSISTENCE:\n  - Create futures_basis table in TimescaleDB\n  - Store every minute during market hours\n\nREST ENDPOINT:\n  GET /api/v1/fo/futures/basis/{underlying}\n\nUse case in strategy: if basis > 2σ annualized, sell futures / buy spot.","internal/fo/analytics/futures.go | internal/fo/analytics/futures_test.go | internal/api/handlers/fo/futures_handler.go","FO-003","5","Key metric for cash-futures arbitrage and pairs strategies."
"FO-007","7","F&O Paper Trading","P2","Critical","TODO","F&O","Implement paper trading order engine for F&O — buy/sell CE/PE/FUT with P&L tracking","CORE CAPABILITY. The paper trading engine simulates order execution against live market prices without sending real orders to the broker.\n\nCREATE internal/paper/engine.go:\n\n  type PaperEngine struct {\n      mu         sync.RWMutex\n      positions  map[uint32]*PaperPosition  // token -> position\n      orders     []*PaperOrder\n      cash       float64                    // starting capital\n      tickStore  *fo.OptionChainStore       // for live price lookup\n      db         *db.DBClient\n  }\n\n  type PaperPosition struct {\n      InstrumentToken uint32\n      Symbol          string\n      Qty             int       // negative = short\n      LotSize         int\n      AvgPrice        float64\n      CMP             float64   // current market price\n      UnrealizedPnL   float64\n      RealizedPnL     float64\n      OptionType      string    // CE/PE/FUT/EQ\n      Expiry          time.Time\n      Strike          float64\n      Delta           float64   // live Greek\n  }\n\n  type PaperOrder struct {\n      OrderID         string    // UUID\n      InstrumentToken uint32\n      OrderType       string    // MARKET/LIMIT/SL\n      TransactionType string    // BUY/SELL\n      Qty             int\n      Price           float64   // for LIMIT orders\n      FilledPrice     float64\n      FilledAt        time.Time\n      Status          string    // PENDING/FILLED/CANCELLED/REJECTED\n      Slippage        float64   // simulated slippage\n  }\n\nORDER EXECUTION LOGIC:\n  - MARKET orders: fill at CMP + slippage (configurable, default 0.05%)\n  - LIMIT orders: fill when CMP crosses limit price\n  - SL orders: trigger when CMP crosses SL price, then fill as market\n  - Check position limits and daily loss limit before accepting order\n  - On fill: update position, debit/credit cash, persist to orders table\n\nMETHODS:\n  PlaceOrder(order PaperOrder) (string, error)\n  CancelOrder(orderID string) error\n  GetPositions() []PaperPosition\n  GetOrders() []PaperOrder\n  GetPnL() PnLSummary\n  UpdatePrices(tick NormalizedTick)  // called on every tick\n\nDB PERSISTENCE:\n  - Reuse existing orders and positions tables\n  - Add `is_paper` boolean column to both tables (migration 000020)\n  - Persist every fill and position update","internal/paper/engine.go | internal/paper/engine_test.go | internal/paper/types.go | internal/db/migrations/000020_add_paper_trade_flag.up.sql","FO-003 | FO-002","16","This is the core engine. All F&O paper trading strategies depend on this."
"FO-008","7","F&O Paper Trading","P2","High","TODO","F&O","Implement F&O margin and P&L calculation for paper trades","F&O margin requirements differ significantly from equity.\n\nMARGIN CALCULATION (internal/paper/margin.go):\n\n  type MarginRequirement struct {\n      SPAN        float64  // SPAN margin (worst-case scenario)\n      Exposure    float64  // Exchange exposure margin\n      Total       float64  // SPAN + Exposure\n      Available   float64  // cash - Total\n  }\n\n  // Simplified SPAN (actual SPAN is complex; use NSE margin calculator as reference)\n  func EstimateSPAN(position PaperPosition, vix float64) float64 {\n      // For futures: lot_size * CMP * margin_pct (≈10-15% for index futures)\n      // For long options: just the premium paid (defined risk)\n      // For short options: SPAN = lot_size * CMP * vix_based_multiplier\n  }\n\nP&L CALCULATION:\n  - Unrealized P&L: (CMP - AvgPrice) * Qty * LotSize\n  - For short options: (AvgPrice - CMP) * Qty * LotSize\n  - MTM P&L: end-of-day settlement at exchange closing price\n  - Include brokerage simulation: ₹20 per order (Zerodha flat fee) + STT + SEBI charges + stamp duty\n\n  type TradeCharges struct {\n      Brokerage   float64  // ₹20 flat\n      STT         float64  // 0.01% sell-side for options\n      SEBI        float64  // ₹10/crore\n      StampDuty   float64  // 0.003% buy-side\n      Total       float64\n  }\n  func ComputeCharges(orderValue float64, txType string) TradeCharges\n\nREST ENDPOINT:\n  GET /api/v1/paper/margin — current margin utilization\n  GET /api/v1/paper/pnl   — P&L summary with charges breakdown","internal/paper/margin.go | internal/paper/margin_test.go | internal/paper/charges.go | internal/api/handlers/paper/pnl_handler.go","FO-007","8","Margin simulation must be realistic enough to catch under-capitalization."
"FO-009","7","F&O Paper Trading","P2","High","TODO","F&O","Implement paper trading REST API — orders, positions, P&L endpoints","REST ENDPOINTS for paper trading (all require JWT auth):\n\n  POST   /api/v1/paper/orders\n         Body: { instrument_token, transaction_type, order_type, qty, price }\n         Returns: { order_id, status }\n\n  GET    /api/v1/paper/orders\n         Returns: list of all paper orders for the authenticated user\n\n  DELETE /api/v1/paper/orders/{order_id}\n         Cancel a pending paper order\n\n  GET    /api/v1/paper/positions\n         Returns: all open paper positions with live P&L, Greeks\n\n  POST   /api/v1/paper/positions/{token}/close\n         Square off a position at market price\n\n  GET    /api/v1/paper/pnl\n         Returns: { total_pnl, realized_pnl, unrealized_pnl, charges, net_pnl }\n\n  POST   /api/v1/paper/reset\n         Reset paper account to initial capital (admin only)\n\nIMPLEMENTATION:\n  - Create internal/api/handlers/paper/orders_handler.go\n  - Create internal/api/handlers/paper/positions_handler.go\n  - Register routes under /api/v1/paper/ prefix in httpapi/routes.go\n  - Inject PaperEngine via httpapi/deps.go\n  - Add PaperEngine field to HTTPDeps struct\n  - All endpoints: require auth middleware\n  - POST /paper/orders: validate qty is a multiple of lot_size\n  - Rate limit: 5 req/s per user on POST /paper/orders","internal/api/handlers/paper/orders_handler.go | internal/api/handlers/paper/positions_handler.go | internal/httpapi/routes.go | internal/httpapi/deps.go","FO-007 | FO-008","8","Enables frontend to display paper trading positions and send orders."
"FO-010","8","F&O Strategies","P2","High","TODO","F&O","Implement F&O strategy library: covered call, protective put, straddle, strangle, bull/bear spread, iron condor","Create internal/fo/strategies/ with predefined multi-leg option strategies.\n\nEach strategy implements:\n  type FOStrategy interface {\n      Name() string\n      BuildLegs(chain *OptionChain, params StrategyParams) ([]StrategyLeg, error)\n      MaxProfit() float64\n      MaxLoss() float64\n      Breakeven() []float64\n      NetPremium() float64  // credit received or debit paid\n      NetDelta() float64\n  }\n\n  type StrategyLeg struct {\n      InstrumentToken uint32\n      Strike          float64\n      OptionType      string  // CE/PE\n      Action          string  // BUY/SELL\n      Qty             int     // in lots\n      Premium         float64\n  }\n\nSTRATEGIES TO IMPLEMENT:\n  1. CoveredCall     — Long stock + Short OTM CE\n  2. ProtectivePut   — Long stock + Long OTM PE\n  3. BullCallSpread  — Buy CE at strike A + Sell CE at strike B (B>A)\n  4. BearPutSpread   — Buy PE at strike A + Sell PE at strike B (A>B)\n  5. Straddle        — Buy CE + PE at same ATM strike\n  6. Strangle        — Buy OTM CE + OTM PE at different strikes\n  7. IronCondor      — Sell OTM CE + Buy farther OTM CE + Sell OTM PE + Buy farther OTM PE\n  8. BullPutSpread   — Sell higher PE + Buy lower PE (credit spread)\n\nENTRY CRITERIA (configurable per strategy):\n  - IV rank threshold (e.g., IronCondor when IV Rank > 50%)\n  - Days-to-expiry range (e.g., 7-21 DTE)\n  - Delta target (e.g., 0.16 delta short strikes)\n\nREST ENDPOINT:\n  GET  /api/v1/fo/strategies/builder?underlying=NIFTY&strategy=iron_condor&expiry=2025-06-26\n  POST /api/v1/fo/strategies/execute  — execute the strategy legs as paper trades","internal/fo/strategies/covered_call.go | internal/fo/strategies/straddle.go | internal/fo/strategies/iron_condor.go | internal/fo/strategies/spreads.go | internal/fo/strategies/interface.go | internal/fo/strategies/types.go | internal/api/handlers/fo/strategy_handler.go","FO-007 | FO-002","16","Iron condor and straddle are the most commonly used NSE F&O strategies."
"FO-011","8","F&O Analytics","P2","High","TODO","F&O","Implement IV Rank and IV Percentile for options strategy selection","IV Rank and IV Percentile are the most important filters for options strategy selection. High IV = sell premium. Low IV = buy premium.\n\n  IV Rank     = (current IV - 52-week low IV) / (52-week high IV - 52-week low IV) * 100\n  IV Percentile = % of days in past 252 trading days where IV was below current IV\n\nIMPLEMENTATION (internal/fo/analytics/iv.go):\n\n  type IVStats struct {\n      CurrentIV    float64\n      IVRank       float64  // 0-100\n      IVPercentile float64  // 0-100\n      HighIV52W    float64\n      LowIV52W     float64\n      Timestamp    time.Time\n  }\n\n  func ComputeIVRank(token uint32, currentIV float64, db *db.DBClient) (IVStats, error)\n\nDB QUERY:\n  SELECT MAX(iv) as high_iv, MIN(iv) as low_iv,\n         PERCENTILE_CONT(0.5) WITHIN GROUP (ORDER BY iv) as median_iv\n  FROM option_chain_snapshots\n  WHERE instrument_token = ? AND timestamp > NOW() - INTERVAL '252 days'\n\nPERSISTENCE:\n  - Store IV Rank in a new iv_stats table every 5 minutes\n  - TimescaleDB continuous aggregate on option_chain_snapshots\n\nREST ENDPOINT:\n  GET /api/v1/fo/iv/rank/{underlying}   — current IV Rank + Percentile\n  GET /api/v1/fo/iv/history/{underlying} — IV history chart data","internal/fo/analytics/iv.go | internal/fo/analytics/iv_test.go | internal/api/handlers/fo/iv_handler.go","FO-003","6","Critical for strategy selection. Iron Condor: IV Rank > 50. Straddle: IV Rank < 30."
"FO-012","8","F&O Analytics","P2","Medium","TODO","F&O","Broadcast real-time Greeks updates via WebSocket for subscribed option instruments","Traders need live Greeks updates for their open positions as the underlying price and time changes.\n\nARCHITECTURE:\n  1. Create internal/fo/chain/broadcaster.go\n  2. GreeksBroadcaster subscribes to TickBus\n  3. On each tick for an option instrument:\n     a. Fetch Greeks from cache or recompute\n     b. Update OptionChainStore\n     c. Broadcast to subscribers via WebSocket topic\n\nWEBSOCKET MESSAGE FORMAT:\n  {\n    \"type\": \"greeks_update\",\n    \"token\": 12345,\n    \"symbol\": \"NIFTY25JUN24000CE\",\n    \"ltp\": 123.45,\n    \"iv\": 0.1823,\n    \"delta\": 0.4521,\n    \"gamma\": 0.0023,\n    \"theta\": -12.34,\n    \"vega\": 45.67,\n    \"oi\": 123000,\n    \"timestamp\": \"...\"\n  }\n\nINTEGRATION:\n  - Add GreeksBroadcaster to App struct and RuntimeManager\n  - Hub.ServeGreeks(w, r) WebSocket handler\n  - Register ws/v1/fo/greeks route in routes.go\n  - Client subscribes per-token: send JSON {\"subscribe\":[12345,67890]}\n  - Rate limit broadcast: max 1 update per token per 500ms","internal/fo/chain/broadcaster.go | internal/realtime/hub.go | internal/httpapi/routes.go","FO-002 | FO-003","8","Frontend options chain table needs this for live Greeks display."
"FO-013","5","F&O Foundation","P2","High","TODO","F&O","Subscribe to NIFTY/BANKNIFTY spot indices for Greeks computation","Black-Scholes Greeks require the underlying spot price. NIFTY and BANKNIFTY indices are not directly subscribable as individual instruments in Kite Websocket — they come through as index instruments.\n\nIMPLEMENTATION:\n1. Add NIFTY 50 index (token: 256265) and NIFTY BANK (token: 260105) to the subscription list in both live and simulation modes.\n\n2. Create internal/fo/spotstore.go:\n   type SpotStore struct {\n       mu     sync.RWMutex\n       prices map[uint32]float64  // index token -> spot price\n   }\n   func (s *SpotStore) UpdateFromTick(tick NormalizedTick)\n   func (s *SpotStore) GetSpot(underlyingToken uint32) (float64, bool)\n\n3. SpotStore subscribes to TickBus (separate subscription)\n\n4. GreeksEngine uses SpotStore.GetSpot() to get S for BS calculation\n\n5. In simulation mode: derive spot from a simulated index that aggregates the component prices or use a synthetic random walk anchored to a base NIFTY level (e.g., 23000) with ±2% daily range.\n\n6. Add NIFTY50 and BANKNIFTY tokens to configs/symbols.yaml under a new `index_tokens` section.","internal/fo/spotstore.go | configs/symbols.yaml | internal/app/app.go","FO-001","4","Without spot price, Greeks cannot be computed for any option."
"FO-014","8","F&O Paper Trading","P2","Medium","TODO","F&O","WebSocket feed for paper trade position updates and fill notifications","Real-time WebSocket stream for paper trade events.\n\nEVENTS TO BROADCAST:\n  1. order_filled — when a paper order gets filled\n  2. position_update — live P&L change on every tick\n  3. margin_update — margin utilization change\n  4. order_rejected — when order fails validation\n\nMESSAGE FORMAT:\n  {\n    \"type\": \"paper_order_filled\",\n    \"order_id\": \"uuid\",\n    \"symbol\": \"NIFTY25JUN24000CE\",\n    \"qty\": 50,\n    \"filled_price\": 123.45,\n    \"pnl\": -500.25\n  }\n\nIMPLEMENTATION:\n  1. Add event channel to PaperEngine: eventCh chan PaperEvent\n  2. PaperEngine.emitEvent() sends to eventCh on every fill/update\n  3. PaperBroadcaster goroutine reads eventCh and dispatches to authenticated WS clients subscribed to ws/v1/paper/feed\n  4. Hub.ServePaperFeed() WebSocket handler with JWT auth\n  5. Register ws/v1/paper/feed in routes.go\n\nSecurity: only broadcast events for the authenticated user's paper account","internal/paper/engine.go | internal/paper/broadcaster.go | internal/realtime/hub.go | internal/httpapi/routes.go","FO-009 | FO-012","6","Required for frontend to show order fills in real-time."
"FO-015","7","F&O Paper Trading","P2","High","TODO","F&O","Generate synthetic option prices in simulation mode using Black-Scholes","In simulation mode, real Kite tick data is not available. Options prices need to be generated synthetically from the simulated underlying price.\n\nIMPLEMENTATION (extend simulated_ticker.go):\n\n1. For each simulated underlying tick, compute synthetic option prices for all subscribed strikes using Black-Scholes:\n   optionPrice = BSPrice(S=currentPrice, K=strike, T=daysToExpiry/365, r=0.065, sigma=simulatedIV)\n\n2. simulatedIV = baseIV + randomWalk (mean-reverting, default baseIV=0.15)\n   - IV mean-reverts to 0.15 with speed 0.5\n   - Add stochastic noise: dIV = kappa*(theta-IV)*dt + sigma_v*dW\n\n3. Publish synthetic option ticks to TickBus alongside underlying ticks\n\n4. Configuration in symbols.yaml:\n   fo_simulation:\n     enabled: true\n     base_iv: 0.15\n     iv_vol: 0.02  # volatility of volatility\n     risk_free_rate: 0.065\n     strikes_per_side: 10  # ATM ± 10 strikes\n     expiry_offsets: [7, 14, 28]  # days to expiry for simulated contracts\n\n5. The underlying SimulatedZerodhaClient should also simulate the index price (for NIFTY) as a random walk anchored to 23000 base.","internal/api/simulated_ticker.go | configs/symbols.yaml | internal/fo/greeks/greeks.go","FO-002 | FO-013","10","Without this, paper trading F&O in simulation mode has no option prices to trade."
"FO-016","9","F&O Advanced","P3","Medium","TODO","F&O","Implement expiry handling, settlement, and automatic rollover for paper F&O positions","On expiry day (last Thursday of the month for NIFTY/BANKNIFTY monthly, every Thursday for weekly):\n\nSETTLEMENT LOGIC (internal/paper/expiry.go):\n  1. At 15:30 on expiry day:\n     - Long ITM options: settled at intrinsic value\n     - Long OTM options: expire worthless (position closed at ₹0)\n     - Short options: reverse settlement — profit/loss crystallized\n     - Futures: MTM settlement at final settlement price\n\n  2. Auto-rollover (optional, configurable per strategy):\n     - If rollover=true and position is open futures/options, close near-expiry and open equivalent next-expiry position\n     - Account for roll cost (basis)\n\n  3. Create scheduled job: ExpirySettlementJob runs at 15:31 on expiry days, triggered by a market calendar check\n\nMARKET CALENDAR (internal/fo/calendar.go):\n  - NSE F&O expiry: last Thursday of month (monthly)\n  - NSE weekly expiry: every Thursday\n  - Handle bank holidays (use NSE holiday list from Kite API)\n  - func IsExpiryDay(t time.Time) bool\n  - func NextExpiryDate(from time.Time) time.Time\n  - func DaysToExpiry(expiry time.Time) int","internal/paper/expiry.go | internal/fo/calendar.go | internal/fo/calendar_test.go","FO-007","8","Without expiry handling, short options never expire and P&L is wrong."
"SAFE-001","3","Candle Correctness","P1","Critical","TODO","Safety","Implement Global Kill Switch — atomic flag + HTTP endpoint to halt all trading","TRADING SAFETY. A Global Kill Switch is mandatory before any paper or live trading. It must be able to halt all order activity instantly.\n\nIMPLEMENTATION (internal/safety/killswitch.go):\n\n  var globalKillSwitch int32  // 0=active, 1=halted; atomic\n\n  func IsHalted() bool {\n      return atomic.LoadInt32(&globalKillSwitch) == 1\n  }\n  func Halt(reason string) {\n      atomic.StoreInt32(&globalKillSwitch, 1)\n      zap.L().Error(\"GLOBAL KILL SWITCH ACTIVATED\", zap.String(\"reason\", reason))\n      // persist halt event to audit log\n  }\n  func Resume() {\n      atomic.StoreInt32(&globalKillSwitch, 0)\n      zap.L().Warn(\"Kill switch deactivated\")\n  }\n\nHTTP ENDPOINTS (admin only, require special auth header):\n  POST /api/v1/admin/kill  {\"reason\": \"manual halt\"}\n  POST /api/v1/admin/resume\n  GET  /api/v1/admin/status  — returns kill switch state\n\nINTEGRATION:\n  - PaperEngine.PlaceOrder() checks IsHalted() before accepting\n  - Execution engine (future) checks IsHalted() before sending to broker\n  - Add kill switch check to CandleGenerator tick processing loop\n\nAUTO-TRIGGERS (future ticket):\n  - Activate kill switch when DailyLossLimit is breached\n  - Activate on repeated DB write failures (> 100 in 60s)","internal/safety/killswitch.go | internal/safety/killswitch_test.go | internal/api/handlers/admin/killswitch_handler.go | internal/httpapi/routes.go","","4","AUD-025 exists but is not implemented. This replaces it with concrete code."
"SAFE-002","3","Candle Correctness","P1","Critical","TODO","Safety","Implement Daily Loss Limit circuit breaker for paper and live trading","Daily Loss Limit (DLL) halts all new orders when cumulative day P&L exceeds the configured loss threshold.\n\nIMPLEMENTATION (internal/safety/daily_loss.go):\n\n  type DailyLossLimiter struct {\n      mu           sync.RWMutex\n      maxLoss      float64       // from config, e.g. -5000\n      currentPnL   float64       // updated on every fill\n      breached     bool\n      breachedAt   time.Time\n  }\n\n  func (d *DailyLossLimiter) RecordPnL(pnl float64) {\n      d.mu.Lock(); defer d.mu.Unlock()\n      d.currentPnL += pnl\n      if d.currentPnL <= d.maxLoss && !d.breached {\n          d.breached = true\n          d.breachedAt = time.Now()\n          safety.Halt(\"daily_loss_limit_breached\")\n          zap.L().Error(\"DAILY LOSS LIMIT BREACHED\",\n              zap.Float64(\"current_pnl\", d.currentPnL),\n              zap.Float64(\"limit\", d.maxLoss))\n      }\n  }\n  func (d *DailyLossLimiter) IsBreached() bool\n  func (d *DailyLossLimiter) Reset()  // call at market open each day\n\nCONFIGURATION (app.yaml):\n  safety:\n    daily_loss_limit: -5000    # ₹ — negative value\n    max_position_value: 500000 # ₹ total open position value\n    max_order_value: 100000    # ₹ per single order\n\nINTEGRATION:\n  - PaperEngine.PlaceOrder() → DailyLossLimiter.IsBreached() check\n  - PaperEngine fills call RecordPnL on every realized P&L change\n  - DLL resets at market open (09:15) via a scheduled goroutine\n\nREST ENDPOINT:\n  GET /api/v1/admin/risk/pnl — current day P&L vs limit","internal/safety/daily_loss.go | internal/safety/daily_loss_test.go | configs/app.yaml | internal/paper/engine.go","SAFE-001","5","UNI-532 exists but is not implemented. This provides the concrete implementation."
"SAFE-003","4","Performance Optimizations","P1","High","TODO","Safety","Implement order idempotency key to prevent duplicate order execution","ORDER SAFETY. Without idempotency keys, a retry after a timeout can result in duplicate orders. For paper trading this inflates positions; for live trading it causes double-buys.\n\nIMPLEMENTATION:\n\n1. Every order submission (paper or live) generates a UUID idempotency key:\n   orderID := uuid.New().String()\n\n2. Before executing PlaceOrder, check if orderID already exists in DB:\n   var existing db.Order\n   result := db.Where(\"idempotency_key = ?\", orderID).First(&existing)\n   if result.Error == nil { return existing.OrderID, nil }  // already placed\n\n3. Store idempotency key in orders table (add column via migration 000021)\n\n4. Idempotency window: 24 hours (clean up older keys nightly)\n\n5. HTTP clients must send idempotency key in request header:\n   X-Idempotency-Key: <uuid>\n   If not provided, server generates one.\n\nMIGRATION 000021:\n  ALTER TABLE orders ADD COLUMN idempotency_key VARCHAR(36);\n  CREATE UNIQUE INDEX idx_orders_idempotency_key ON orders(idempotency_key) WHERE idempotency_key IS NOT NULL;\n\nAlso add to paper_orders table.","internal/paper/engine.go | internal/db/models.go | internal/db/migrations/000021_add_order_idempotency.up.sql | internal/api/handlers/paper/orders_handler.go","FO-007","4","UNI-533 exists but is not implemented. Required before any live order execution."
"INFRA-001","4","Performance Optimizations","P1","Medium","TODO","Infrastructure","Gate Redis initialization behind tick_bus config — skip Redis when using inprocess mode","UNNECESSARY DEPENDENCY. app.go always initializes Redis regardless of tick_bus setting. When tick_bus=inprocess (the default), Redis must be running even though it is not used for tick transport.\n\nFIX:\n1. In app.New(), wrap Redis init in a condition:\n   if appCfg.Market.TickBus != \"inprocess\" || needsRedisForOtherFeatures {\n       redisClient, err = cache.NewRedisClient(redisCfg)\n   }\n\n2. Define needsRedisForOtherFeatures as: Redis-backed session cache, rate limiting, or feature flags are enabled.\n\n3. Make RedisClient optional in HTTPDeps:\n   RedisClient *cache.RedisClient  // nil if not initialized\n\n4. Add nil guard in Hub and anywhere else RedisClient is used:\n   if app.Redis != nil { ... }\n\n5. Update docker-compose.yaml to make redis service optional (add `profiles: [redis]`).","internal/app/app.go | internal/httpapi/deps.go | configs/docker-compose.yaml","","3","Reduces dependencies for local development. Users without Redis can run in pure inprocess mode."
"TEST-009","4","Performance Optimizations","P1","High","TODO","Testing","Write comprehensive unit tests for CandleEngine correctness — all 9 intervals","There are no tests for CandleEngine correctness. After CANDLE-006, 007, 008 are fixed, we need tests to prove correctness and prevent regression.\n\nTEST FILE: internal/marketdata/candles/candle_engine_test.go\n\nTEST CASES:\n\nTestBucketAlignment\n  - Feed tick at 09:15:00 → assert StartTime == 09:15:00, EndTime == 09:16:00 (1m)\n  - Feed tick at 09:15:59 → same bucket\n  - Feed tick at 09:16:00 → new bucket\n  - Repeat for 5s, 15s, 30s, 1m, 5m, 15m, 30m, 1h\n\nTestVolumeAccumulation\n  - Feed 3 ticks: Volume=1000, Volume=1500, Volume=2200 → candle volume = 1200 (delta-based)\n\nTestLateTickDropped\n  - Open candle at 09:15. Feed tick with EventTime=09:14:59 → dropped\n  - Assert candle unchanged, lateTicksDropped counter = 1\n\nTestFinalizeByWatermark\n  - Open candle at T=0. Advance wall clock to T+interval+grace+1ms → finalized\n\nTestSimulationModeAlignment\n  - In simulation mode, feed tick at 09:17:43 → 5m bucket starts 09:15:00\n\nTestMarketOpenBoundary\n  - Tick at exactly 09:15:00.000 → accepted (not dropped)\n  - Tick at 09:14:59.999 → dropped in live mode\n\nTestFinalizeAll\n  - Open 3 candles. Call FinalizeAll. Assert OnFinalize called 3 times.","internal/marketdata/candles/candle_engine_test.go","CANDLE-006 | CANDLE-007 | CANDLE-008","8","Property-based testing with known tick sequences is the gold standard here."
"TEST-010","4","Performance Optimizations","P1","High","TODO","Testing","Write TickBus stress test — verify no blocking at 1000 ticks/sec with 5 subscribers","TEST FILE: internal/marketdata/tickbus/tickbus_bench_test.go\n\nBenchmarkPublishThroughput\n  - Create InProcessTickBus with 5 subscribers\n  - Each subscriber runs a goroutine that reads and discards\n  - Publisher goroutine sends 10,000 ticks as fast as possible\n  - Assert: zero goroutine leaks after test, droppedTicks counter reflects any overflows, total duration < 1s for 10k ticks\n\nTestPublishDoesNotBlockOnSlowSubscriber\n  - Create bus with 2 subscribers: one fast, one that sleeps 100ms per tick\n  - Publish 100 ticks\n  - Assert: fast subscriber gets all 100 ticks within 200ms total\n  - Assert: slow subscriber drops ticks (non-zero droppedTicks)\n  - Assert: publisher goroutine completes within 1s total (not blocked)\n\nTestSubscribeAfterPublish\n  - Publish 50 ticks. Subscribe new consumer. Publish 50 more ticks.\n  - New consumer should receive exactly 50 (no backfill).\n\nTestCloseReleasesSubscribers\n  - Subscribe 3 consumers. Close bus. Assert all subscriber channels closed.","internal/marketdata/tickbus/tickbus_bench_test.go","FIX-001 | PERF-009","5","Run with: go test -bench=. -benchtime=10s -race ./internal/marketdata/tickbus/"
"TEST-011","6","F&O Analytics","P2","High","TODO","Testing","Write Black-Scholes Greeks unit tests with known reference values","TEST FILE: internal/fo/greeks/greeks_test.go\n\nReference values computed independently (Python scipy.stats):\n\nTestATMCallGreeks\n  S=18000, K=18000, T=30/365, r=0.065, sigma=0.15\n  Expected: Delta≈0.506, Gamma≈0.000156, Theta≈-2.89/day, Vega≈21.4\n\nTestDeepITMCall\n  S=18000, K=15000, T=30/365, r=0.065, sigma=0.15\n  Expected: Delta≈0.998, Theta≈-0.05, IV should be recoverable\n\nTestIVRecovery\n  Given known BS price → ComputeIV → re-compute price → assert price within 0.001%\n\nTestPutCallParity\n  C - P = S * exp(-q*T) - K * exp(-r*T)  (with q=0 for indices)\n  Assert holds within 0.01% for any (S, K, T, r, sigma) inputs\n\nTestNearExpiryTheta\n  T=1/365 (1 day to expiry): Theta should be very large magnitude\n\nTestZeroExpiryPanic\n  T=0: function should return error or intrinsic value, not panic","internal/fo/greeks/greeks_test.go","FO-002","4","Greeks correctness is critical for risk management. These tests are non-negotiable."
